review_number,revision_number,status,author,url,close_date,close_time
12235,1,DirectlyApprove,Asher Vang,http://review.Piper Jefferson.org/#/c/12235/1,2012-01-10,19:18:13.950000000
12236,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12236/1,2012-01-10,19:18:32.335000000
12243,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12243/1,2012-01-10,21:46:51.088000000
12254,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12254/1,2012-01-11,04:27:55.500000000
12255,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12255/1,2012-01-11,23:25:46.682000000
12263,1,DirectlyApprove,Nathalie Landry,http://review.Piper Jefferson.org/#/c/12263/1,2012-01-11,07:05:34.797000000
12267,1,DirectlyApprove,Kinsley Fox,http://review.Piper Jefferson.org/#/c/12267/1,2012-01-11,23:36:54.830000000
12286,1,DirectlyApprove,Asher Vang,http://review.Piper Jefferson.org/#/c/12286/1,2012-01-11,22:53:42.001000000
12293,4,ApproveAfterChange,Abby Duran,http://review.Piper Jefferson.org/#/c/12293/4,2012-01-12,01:23:23.598000000
12299,1,Rejected,Kenny Maynard,http://review.Piper Jefferson.org/#/c/12299/1,2012-06-24,23:08:16.476000000
12303,2,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12303/2,2012-01-13,08:31:29.059000000
12307,2,DirectlyApprove,Asher Vang,http://review.Piper Jefferson.org/#/c/12307/2,2012-01-12,16:33:10.793000000
12328,2,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12328/2,2012-01-13,04:33:29.074000000
12356,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12356/1,2012-01-17,20:39:09.427000000
12357,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12357/1,2012-01-17,20:39:18.915000000
12358,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12358/1,2012-01-17,20:39:28.361000000
12359,2,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12359/2,2012-01-17,20:39:37.203000000
12360,2,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12360/2,2012-01-17,20:39:59.200000000
12367,1,DirectlyApprove,Asher Vang,http://review.Piper Jefferson.org/#/c/12367/1,2012-01-14,18:27:41.393000000
12387,1,DirectlyApprove,Noah Dean,http://review.Piper Jefferson.org/#/c/12387/1,2012-01-16,18:40:07.962000000
12388,3,ApproveAfterChange,Noah Dean,http://review.Piper Jefferson.org/#/c/12388/3,2012-01-16,07:14:15.075000000
12395,2,DirectlyApprove,Noah Dean,http://review.Piper Jefferson.org/#/c/12395/2,2012-01-16,10:02:09.065000000
12414,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12414/1,2012-01-17,20:38:35.199000000
12422,2,Rejected,Abby Duran,http://review.Piper Jefferson.org/#/c/12422/2,2012-01-17,10:19:01.325000000
12424,2,Rejected,Kenny Maynard,http://review.Piper Jefferson.org/#/c/12424/2,2012-02-15,07:47:44.004000000
12444,2,DirectlyApprove,Asher Vang,http://review.Piper Jefferson.org/#/c/12444/2,2012-01-18,07:00:13.683000000
12450,7,ApproveAfterChange,Tatiana Sheppard,http://review.Piper Jefferson.org/#/c/12450/7,2012-03-16,23:24:08.299000000
12451,8,ApproveAfterChange,Tatiana Sheppard,http://review.Piper Jefferson.org/#/c/12451/8,2012-03-16,23:25:02.767000000
12452,8,ApproveAfterChange,Tatiana Sheppard,http://review.Piper Jefferson.org/#/c/12452/8,2012-03-16,23:25:16.526000000
12453,8,ApproveAfterChange,Tatiana Sheppard,http://review.Piper Jefferson.org/#/c/12453/8,2012-03-16,23:25:31.642000000
12454,8,ApproveAfterChange,Tatiana Sheppard,http://review.Piper Jefferson.org/#/c/12454/8,2012-03-16,23:26:39.877000000
12455,8,ApproveAfterChange,Tatiana Sheppard,http://review.Piper Jefferson.org/#/c/12455/8,2012-03-16,23:27:00.373000000
12456,8,ApproveAfterChange,Tatiana Sheppard,http://review.Piper Jefferson.org/#/c/12456/8,2012-03-16,23:27:14.795000000
12458,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12458/1,2012-01-17,23:30:21.874000000
12465,2,DirectlyApprove,Kenny Maynard,http://review.Piper Jefferson.org/#/c/12465/2,2012-01-21,01:22:45.227000000
12466,3,ApproveAfterChange,Kenny Maynard,http://review.Piper Jefferson.org/#/c/12466/3,2012-01-21,01:27:03.063000000
12478,1,DirectlyApprove,Asher Vang,http://review.Piper Jefferson.org/#/c/12478/1,2012-01-18,10:55:06.831000000
12483,1,DirectlyApprove,Asher Vang,http://review.Piper Jefferson.org/#/c/12483/1,2012-01-18,20:53:15.880000000
12494,11,ApproveAfterChange,Noah Dean,http://review.Piper Jefferson.org/#/c/12494/11,2012-01-23,17:22:53.441000000
12499,1,DirectlyApprove,Kenny Maynard,http://review.Piper Jefferson.org/#/c/12499/1,2012-01-21,01:27:31.053000000
12503,4,ApproveAfterChange,Kinsley Fox,http://review.Piper Jefferson.org/#/c/12503/4,2012-01-20,18:11:08.987000000
12517,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12517/1,2012-01-19,22:30:21.471000000
12522,2,Rejected,Abby Duran,http://review.Piper Jefferson.org/#/c/12522/2,2012-01-20,07:36:57.216000000
12524,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12524/1,2012-01-20,18:11:21.714000000
12525,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12525/1,2012-01-20,18:11:32.059000000
12530,1,Rejected,Rubi Walsh,http://review.Piper Jefferson.org/#/c/12530/1,2012-01-21,01:40:09.221000000
12538,2,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12538/2,2012-01-23,18:38:21.907000000
12541,1,DirectlyApprove,Kenny Maynard,http://review.Piper Jefferson.org/#/c/12541/1,2012-01-21,02:04:41.582000000
12563,2,DirectlyApprove,Kinsley Fox,http://review.Piper Jefferson.org/#/c/12563/2,2012-01-21,23:45:34.868000000
12564,1,DirectlyApprove,Kinsley Fox,http://review.Piper Jefferson.org/#/c/12564/1,2012-01-21,23:46:26.841000000
12590,1,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12590/1,2012-01-23,18:18:41.788000000
12591,2,DirectlyApprove,Abby Duran,http://review.Piper Jefferson.org/#/c/12591/2,2012-01-23,18:22:32.186000000
12596,3,ApproveAfterChange,Kinsley Fox,http://review.Piper Jefferson.org/#/c/12596/3,2012-01-25,06:25:01.837000000
12599,2,DirectlyApprove,Kenny Maynard,http://review.Piper Jefferson.org/#/c/12599/2,2012-01-23,20:08:10.585000000
12603,6,ApproveAfterChange,Kenny Maynard,http://review.Piper Jefferson.org/#/c/12603/6,2012-02-14,18:18:07.029000000
