review_number,revision_number,status,author,url,close_date,close_time
6152,1,DirectlyApprove,Noah Dean,http://review.couchbase.org/#/c/6152/1,2011-05-11,20:13:33.451000000
6208,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6208/1,2011-05-18,17:30:53.468000000
6532,2,Rejected,Alonzo Keller,http://review.couchbase.org/#/c/6532/2,2011-05-31,06:11:41.596000000
6669,1,Rejected,Andreas Short,http://review.couchbase.org/#/c/6669/1,2011-05-31,06:12:45.468000000
6670,1,Rejected,Alonzo Keller,http://review.couchbase.org/#/c/6670/1,2011-05-31,06:12:31.151000000
6671,11,ApproveAfterChange,Alonzo Keller,http://review.couchbase.org/#/c/6671/11,2011-06-03,17:45:50.007000000
6672,8,ApproveAfterChange,Alonzo Keller,http://review.couchbase.org/#/c/6672/8,2011-06-08,05:16:53.146000000
6673,5,ApproveAfterChange,Andreas Short,http://review.couchbase.org/#/c/6673/5,2011-06-08,05:17:15.642000000
6674,6,ApproveAfterChange,Alonzo Keller,http://review.couchbase.org/#/c/6674/6,2011-06-08,05:17:40.409000000
6750,2,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/6750/2,2011-06-03,20:56:58.030000000
6751,1,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/6751/1,2011-06-03,21:47:49.353000000
6753,11,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/6753/11,2011-06-04,00:23:42.741000000
6760,6,ApproveAfterChange,Alonzo Keller,http://review.couchbase.org/#/c/6760/6,2011-06-08,05:18:33.619000000
6761,1,Rejected,Andreas Short,http://review.couchbase.org/#/c/6761/1,2011-06-04,02:02:10.456000000
6778,7,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/6778/7,2011-06-06,18:12:19.093000000
6813,7,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/6813/7,2011-06-07,05:32:48.460000000
6814,4,ApproveAfterChange,Alonzo Keller,http://review.couchbase.org/#/c/6814/4,2011-06-08,05:19:04.507000000
6815,5,ApproveAfterChange,Alonzo Keller,http://review.couchbase.org/#/c/6815/5,2011-06-08,05:19:20.683000000
6816,5,ApproveAfterChange,Andreas Short,http://review.couchbase.org/#/c/6816/5,2011-06-08,05:20:28.498000000
6817,7,Rejected,Andreas Short,http://review.couchbase.org/#/c/6817/7,2011-06-08,07:35:03.660000000
